productid	productndc	producttypename	proprietaryname	proprietarynamesuffix	nonproprietaryname	dosageformname	routename	startmarketingdate	endmarketingdate	marketingcategoryname	applicationnumber	labelername	substancename	active_numerator_strength	active_ingred_unit	pharm_classes	deaschedule	ndcpackagecode	packagedescription	fmtPackageCode
67510-0634_dab5107b-62a3-4512-a0d5-dc8323660161	67510-0634	HUMAN OTC DRUG	Muscle and Joint		Menthol	GEL	TOPICAL	20131212	NA	OTC MONOGRAPH NOT FINAL	part348	Kareway Product, Inc.	MENTHOL	2.5	g/100g			67510-0634-4	1 TUBE in 1 BOX (67510-0634-4)  > 113 g in 1 TUBE	5-4-1 format
67795-033_6572c787-f082-4140-910b-45878f2e25c2	67795-033	HUMAN PRESCRIPTION DRUG	Oxygen		Oxygen	GAS	RESPIRATORY (INHALATION)	20000110	NA	UNAPPROVED MEDICAL GAS		RoadRunner Oxygen Service, Inc.	OXYGEN	99	L/100L			67795-033-12	46 L in 1 DEWAR (67795-033-12) 	5-3-2 format
67938-1435_b14135f7-f575-4d2b-a719-7875c5f0b6a5	67938-1435	HUMAN OTC DRUG	Pure Finish Mineral Powder Foundation SPF 20 Pure Finish 10		Titanium Dioxide	POWDER	TOPICAL	20100920	NA	OTC MONOGRAPH FINAL	part352	Elizabeth Arden, Inc	TITANIUM DIOXIDE	.358	g/8.33g			67938-1435-1	1 CONTAINER in 1 BOX (67938-1435-1)  > 8.33 g in 1 CONTAINER (67938-1435-2) 	5-4-1 format
68788-9126_2d190efb-2129-4b39-8671-7cacb89b5c15	68788-9126	HUMAN PRESCRIPTION DRUG	ZOLPIDEM TARTRATE		zolpidem tartrate	TABLET	ORAL	20070905	NA	ANDA	ANDA077903	Preferred Pharmaceuticals, Inc	ZOLPIDEM TARTRATE	5	mg/1	gamma-Aminobutyric Acid-ergic Agonist [EPC],GABA A Agonists [MoA],Pyridines [Chemical/Ingredient],Central Nervous System Depression [PE]	CIV	68788-9126-3	30 TABLET in 1 BOTTLE (68788-9126-3) 	5-4-1 format
68788-9127_2d190efb-2129-4b39-8671-7cacb89b5c15	68788-9127	HUMAN PRESCRIPTION DRUG	ZOLPIDEM TARTRATE		zolpidem tartrate	TABLET	ORAL	20070905	NA	ANDA	ANDA077903	Preferred Pharmaceuticals, Inc	ZOLPIDEM TARTRATE	10	mg/1	gamma-Aminobutyric Acid-ergic Agonist [EPC],GABA A Agonists [MoA],Pyridines [Chemical/Ingredient],Central Nervous System Depression [PE]	CIV	68788-9127-6	60 TABLET in 1 BOTTLE (68788-9127-6) 	5-4-1 format
68788-9131_08bd9583-8eae-41b7-8f80-ffc0b67ace46	68788-9131	HUMAN PRESCRIPTION DRUG	Phenazopyridine HCl		Phenazopyridine HCl	TABLET	ORAL	20100910	NA	UNAPPROVED DRUG OTHER		Preferred Pharmaceuticals, Inc	PHENAZOPYRIDINE HYDROCHLORIDE	100	mg/1			68788-9131-9	9 TABLET in 1 BOTTLE (68788-9131-9) 	5-4-1 format
68788-9832_04aee06e-04a4-4fdd-ac92-991a7dc86b68	68788-9832	HUMAN PRESCRIPTION DRUG	Allopurinol		Allopurinol	TABLET	ORAL	20120604	NA	ANDA	ANDA090637	Preferred Pharmaceuticals, Inc.	ALLOPURINOL	100	mg/1	Xanthine Oxidase Inhibitor [EPC],Xanthine Oxidase Inhibitors [MoA]		68788-9832-3	30 TABLET in 1 BOTTLE (68788-9832-3) 	5-4-1 format
68788-9934_95daf8b8-77ee-40cd-9918-3f650317e669	68788-9934	HUMAN PRESCRIPTION DRUG	Dicyclomine		Dicyclomine Hydrochloride	TABLET	ORAL	19961001	NA	ANDA	ANDA040161	Preferred Pharmaceuticals, Inc	DICYCLOMINE HYDROCHLORIDE	20	mg/1	Anticholinergic [EPC],Cholinergic Antagonists [MoA]		68788-9934-1	100 TABLET in 1 BOTTLE, PLASTIC (68788-9934-1) 	5-4-1 format
70253-291_64bcf03a-c131-4b49-8385-cafd5ab12307	70253-291	HUMAN OTC DRUG	Ibuprofen		Ibuprofen	TABLET	ORAL	19880524	NA	ANDA	ANDA075010	NASH-FINCH COMPANY	IBUPROFEN	200	mg/1			70253-291-15	1 BOTTLE, PLASTIC in 1 CARTON (70253-291-15)  > 50 TABLET in 1 BOTTLE, PLASTIC	5-3-2 format
75987-021_cdfd0bfb-22f3-4f5b-85ad-511e22b9e4a4	75987-021	HUMAN PRESCRIPTION DRUG	RAYOS		prednisone	TABLET, DELAYED RELEASE	ORAL	20120727	NA	NDA	NDA202020	Horizon Pharma Inc.	PREDNISONE	2	mg/1			75987-021-70	1 BOTTLE in 1 CARTON (75987-021-70)  > 7 TABLET, DELAYED RELEASE in 1 BOTTLE	5-3-2 format
76282-212_ab94fd4c-09d0-424f-9810-560b97c0fc20	76282-212	HUMAN PRESCRIPTION DRUG	SERTRALINE		Sertraline	TABLET, FILM COATED	ORAL	20120820	NA	ANDA	ANDA077397	Exelan Pharmaceuticals, Inc.	SERTRALINE HYDROCHLORIDE	25	mg/1	Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]		76282-212-90	90 TABLET, FILM COATED in 1 BOTTLE (76282-212-90) 	5-3-2 format
76439-121_76d34f18-aab8-4c58-9903-32526c5c9c42	76439-121	HUMAN PRESCRIPTION DRUG	acarbose		acarbose	TABLET	ORAL	20131009	NA	ANDA	ANDA091343	Virtus Pharmaceuticals LLC	ACARBOSE	50	mg/1	alpha Glucosidase Inhibitors [MoA],alpha-Glucosidase Inhibitor [EPC]		76439-121-10	100 TABLET in 1 BOTTLE (76439-121-10) 	5-3-2 format
